"class","category","indicator_name","series_name","sub_series_name","parameter","value","units","date_last_updated"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2016-12-25","193","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2017-01-01","257","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2017-01-08","194","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2017-01-15","232","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2017-01-22","207","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2017-01-29","230","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2017-02-05","220","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2017-02-12","225","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2017-02-19","227","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2017-02-26","199","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2017-03-05","215","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2017-03-12","257","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2017-03-19","234","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2017-03-26","235","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2017-04-02","228","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2017-04-09","215","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2017-04-16","214","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2017-04-23","237","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2017-04-30","256","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2017-05-07","224","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2017-05-14","215","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2017-05-21","218","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2017-05-28","240","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2017-06-04","269","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2017-06-11","245","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2017-06-18","296","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2017-06-25","268","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2017-07-02","279","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2017-07-09","290","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2017-07-16","264","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2017-07-23","328","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2017-07-30","350","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2017-08-06","332","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2017-08-13","346","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2017-08-20","290","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2017-08-27","279","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2017-09-03","277","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2017-09-10","274","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2017-09-17","243","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2017-09-24","240","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2017-10-01","249","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2017-10-08","255","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2017-10-15","206","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2017-10-22","223","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2017-10-29","240","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2017-11-05","231","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2017-11-12","212","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2017-11-19","231","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2017-11-26","215","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2017-12-03","212","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2017-12-10","212","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2017-12-17","220","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2017-12-24","249","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2017-12-31","246","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2018-01-07","218","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2018-01-14","240","Number","11-01-21"
"Health","Weekly deaths","By region","Other North Island regions","Other North Island regions","2018-01-21","222","Number","11-01-21"
